Dataset,n_splits,n_alternatives,n_voters,rule_name,distance,distance_std,winning_ranking,annealed_scores
F1 Seasons (2014),10,20,16,F1_rule-1991,0.19315789473684208,0.006842105263157896,"[(15,), (8,), (6,), (18,), (12,), (11,), (19,), (2,), (1,), (0,), (3,), (9,), (10,), (4, 5, 7, 13, 14, 16, 17)]",[]
F1 Seasons (2014),10,20,16,F1_rule-2003,0.13499999999999998,0.007747655251491767,"[(15,), (8,), (6,), (18,), (12,), (11,), (19,), (2,), (1,), (0, 3), (9,), (10,), (4,), (5, 7, 13, 14, 16, 17)]",[]
F1 Seasons (2014),10,20,16,F1_rule-2010,0.11473684210526316,0.007639137213009557,"[(15,), (8,), (6,), (12, 18), (11,), (19,), (1,), (2,), (0,), (3,), (9,), (10,), (4,), (5,), (14,), (7, 13, 16, 17)]",[]
F1 Seasons (2014),10,20,16,Borda,0.1436842105263158,0.012731089513352094,"[(8,), (6,), (15,), (12,), (11,), (18,), (19,), (1,), (9,), (0,), (3,), (2,), (10,), (5,), (4,), (16,), (17,), (13,), (7,), (14,)]",[]
F1 Seasons (2014),10,20,16,Plurality Veto,0.37578947368421045,0.012026184625693942,"[(15,), (6, 8), (0, 1, 4, 12, 17, 18, 19), (3, 5, 9, 10, 11, 14), (2, 13, 16), (7,)]",[]
F1 Seasons (2014),10,20,16,Veto,0.49026315789473685,0.011026493738881451,"[(0, 1, 4, 6, 12, 15, 17, 18, 19), (3, 5, 8, 9, 10, 11, 14), (2, 13, 16), (7,)]",[]
F1 Seasons (2014),10,20,16,Two Approval,0.34921052631578947,0.007244679435072269,"[(8,), (15,), (6,), (12,), (11, 18), (0, 1, 2, 3, 4, 5, 7, 9, 10, 13, 14, 16, 17, 19)]",[]
F1 Seasons (2017),10,16,19,Trimmed Borda,0.13916666666666666,0.008766518798921943,"[(13,), (10,), (15,), (9,), (7,), (5,), (11,), (8,), (4,), (0, 6), (2,), (3,), (1,), (14,), (12,)]",[]
F1 Seasons (2017),10,16,19,Borda Min-Max,0.15083333333333332,0.013347793085259959,"[(13,), (10,), (15,), (9,), (7,), (5,), (11,), (8,), (4,), (6,), (2,), (0,), (3,), (1,), (14,), (12,)]",[]
F1 Seasons (2017),10,16,19,Plurality,0.35041666666666665,0.012736194413879999,"[(13,), (15,), (10,), (8,), (7,), (0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14)]",[]
F1 Seasons (2017),10,16,19,F1_rule-1991,0.1525,0.007959193767719112,"[(13,), (15,), (10,), (7,), (8, 9), (5, 11), (0,), (2, 3), (4,), (6, 14), (1, 12)]",[]
F1 Seasons (2017),10,16,19,F1_rule-2003,0.1325,0.00855717877819409,"[(13,), (15,), (10,), (7,), (9,), (8,), (5,), (11,), (3,), (0, 2), (4,), (6,), (1, 14), (12,)]",[]
F1 Seasons (2017),10,16,19,F1_rule-2010,0.11916666666666667,0.007637626158259735,"[(13,), (15,), (10,), (7,), (9,), (8,), (5,), (11,), (3,), (4,), (2,), (0,), (6,), (1,), (14,), (12,)]",[]
F1 Seasons (2017),10,16,19,Borda,0.15749999999999997,0.01186342028003479,"[(13,), (10,), (15,), (9,), (7,), (5,), (11,), (8,), (4,), (0, 6), (2,), (3,), (1,), (14,), (12,)]",[]
F1 Seasons (2017),10,16,19,Plurality Veto,0.37333333333333335,0.011689791895833785,"[(13,), (15,), (10,), (4, 5, 11, 12), (0, 1, 7, 8), (2, 6, 14), (3, 9)]",[]
F1 Seasons (2017),10,16,19,Veto,0.44333333333333336,0.010209986638605055,"[(4, 5, 10, 11, 12, 13, 15), (0, 1), (2, 6, 7, 14), (3, 8, 9)]",[]
F1 Seasons (2017),10,16,19,Two Approval,0.29374999999999996,0.011557859011870305,"[(13,), (15,), (10,), (8,), (7,), (9,), (0, 1, 2, 3, 4, 5, 6, 11, 12, 14)]",[]
F1 Seasons (2004),10,18,12,Trimmed Borda,0.12679738562091505,0.014572541619338249,"[(1,), (0,), (17,), (5,), (9,), (6,), (15,), (13,), (7,), (3,), (11,), (8,), (2,), (16,), (10,), (4,), (12,), (14,)]",[]
F1 Seasons (2004),10,18,12,Borda Min-Max,0.16274509803921572,0.016619252762129454,"[(1,), (0,), (17,), (5,), (9,), (6,), (15,), (13,), (7,), (3,), (11,), (8,), (16,), (2,), (10,), (4,), (12,), (14,)]",[]
F1 Seasons (2004),10,18,12,Plurality,0.4444444444444445,1.850371707708594e-17,"[(1,), (5,), (0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)]",[]
F1 Seasons (2004),10,18,12,F1_rule-1991,0.1931372549019608,0.015160409015866856,"[(1,), (0,), (17,), (5,), (9,), (6,), (8,), (3,), (13, 15), (2, 7), (10, 11), (4, 12, 14, 16)]",[]
F1 Seasons (2004),10,18,12,F1_rule-2003,0.15163398692810456,0.011540673323005688,"[(1,), (0,), (17,), (5,), (9,), (6,), (13,), (8,), (3,), (15,), (11,), (2, 7), (4,), (10,), (12, 16), (14,)]",[]
F1 Seasons (2004),10,18,12,F1_rule-2010,0.1372549019607843,0.01190308355524857,"[(1,), (0,), (17,), (5,), (9,), (6,), (13,), (8, 15), (3,), (11,), (7,), (2,), (4,), (10,), (16,), (12,), (14,)]",[]
F1 Seasons (2004),10,18,12,Borda,0.15424836601307187,0.013033713299473657,"[(1,), (0,), (17,), (5,), (9,), (6,), (15,), (13,), (7,), (3,), (11,), (8,), (2,), (16,), (10,), (4,), (12,), (14,)]",[]
F1 Seasons (2004),10,18,12,Plurality Veto,0.3879084967320262,0.007840867500186538,"[(1,), (5,), (0, 4, 6, 7, 9, 13, 15, 17), (3, 10, 11, 12, 16), (2, 14), (8,)]",[]
F1 Seasons (2004),10,18,12,Veto,0.44379084967320265,0.009291881530342534,"[(0, 1, 4, 5, 6, 7, 9, 13, 15, 17), (3, 10, 11, 12, 16), (2, 14), (8,)]",[]
F1 Seasons (2004),10,18,12,Two Approval,0.37222222222222223,0.0071672262089742846,"[(1,), (0,), (17,), (5, 6, 8, 9), (2, 3, 4, 7, 10, 11, 12, 13, 14, 15, 16)]",[]
F1 Seasons (2018),10,20,21,Trimmed Borda,0.17157894736842105,0.011422386533795108,"[(16,), (19,), (13,), (10,), (8,), (7,), (4,), (6,), (2,), (14,), (3,), (5,), (0,), (12,), (9,), (17,), (15,), (1,), (11,), (18,)]",[]
F1 Seasons (2018),10,20,21,Borda Min-Max,0.19789473684210526,0.012478359229532127,"[(16,), (19,), (13,), (10,), (8,), (7,), (4,), (6,), (2,), (14,), (3,), (5,), (0,), (12,), (17,), (9,), (15,), (1,), (11,), (18,)]",[]
F1 Seasons (2018),10,20,21,Plurality,0.35500000000000004,0.007184954870079027,"[(16,), (19,), (7, 8), (10,), (0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 17, 18)]",[]
F1 Seasons (2018),10,20,21,F1_rule-1991,0.2026315789473684,0.006692010920266894,"[(16,), (19,), (8,), (10,), (13,), (7,), (3,), (2, 6), (5,), (9,), (4, 14), (12,), (0,), (1, 11, 15, 17, 18)]",[]
F1 Seasons (2018),10,20,21,F1_rule-2003,0.16210526315789472,0.008904264940666332,"[(16,), (19,), (13,), (10,), (8,), (7,), (3,), (6,), (2,), (12,), (5,), (4, 14), (0,), (9,), (17,), (1,), (11, 15, 18)]",[]
F1 Seasons (2018),10,20,21,F1_rule-2010,0.15263157894736842,0.008692623959184206,"[(16,), (19,), (10,), (8,), (13,), (7,), (3,), (6,), (2,), (4,), (12,), (14,), (5,), (0,), (9,), (17,), (15,), (1,), (11,), (18,)]",[]
F1 Seasons (2018),10,20,21,Borda,0.18894736842105264,0.014300129033203391,"[(16,), (19,), (13,), (10,), (8,), (7,), (4,), (6,), (2,), (14,), (3,), (5,), (0,), (12,), (9,), (17,), (15,), (1,), (11,), (18,)]",[]
F1 Seasons (2018),10,20,21,Plurality Veto,0.34210526315789475,0.008710309885829059,"[(16,), (19,), (8,), (10,), (4, 5, 6, 7, 13, 17), (1, 9, 14, 15), (0, 2, 12, 18), (11,), (3,)]",[]
F1 Seasons (2018),10,20,21,Veto,0.4439473684210526,0.010386868737344304,"[(4, 5, 6, 8, 10, 13, 16, 17, 19), (1, 9, 14, 15), (0, 2, 7, 12, 18), (11,), (3,)]",[]
F1 Seasons (2018),10,20,21,Two Approval,0.27868421052631576,0.006799801746064381,"[(16,), (19,), (13,), (8,), (10,), (7,), (0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 17, 18)]",[]
F1 Seasons (2006),10,20,7,Trimmed Borda,0.24,0.01821015447681759,"[(19,), (2,), (7,), (11,), (18,), (1,), (16,), (4,), (9,), (17,), (5,), (0, 13), (6,), (12,), (3,), (14,), (8,), (10,), (15,)]",[]
F1 Seasons (2006),10,20,7,Borda Min-Max,0.33842105263157896,0.03576796739452575,"[(2,), (19,), (7,), (18,), (11,), (1,), (16,), (9,), (4,), (17,), (5,), (0,), (13,), (6,), (12,), (3,), (14,), (8,), (15,), (10,)]",[]
F1 Seasons (2006),10,20,7,Plurality,0.4523684210526316,0.013195560125191496,"[(2,), (7,), (11, 19), (0, 1, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18)]",[]
F1 Seasons (2006),10,20,7,F1_rule-1991,0.28342105263157896,0.027938424357067018,"[(2,), (7,), (11,), (19,), (18,), (9,), (16,), (1,), (4,), (5, 13), (17,), (0, 3, 6, 8, 10, 12, 14, 15)]",[]
F1 Seasons (2006),10,20,7,F1_rule-2003,0.24368421052631578,0.03162082992578539,"[(2,), (19,), (7,), (11,), (18,), (9,), (16,), (1,), (4,), (5, 17), (13,), (12,), (0, 3, 6, 8, 10, 14, 15)]",[]
F1 Seasons (2006),10,20,7,F1_rule-2010,0.24815789473684208,0.03126808494854851,"[(2,), (19,), (7,), (11,), (18,), (9,), (16,), (1,), (4,), (5, 17), (13,), (12,), (6,), (3, 8, 10), (0, 14), (15,)]",[]
F1 Seasons (2006),10,20,7,Borda,0.28078947368421053,0.028133289790919117,"[(19,), (2,), (7,), (11,), (18,), (1,), (16,), (4,), (9,), (17,), (5,), (0, 13), (6,), (12,), (3,), (14,), (8,), (10,), (15,)]",[]
F1 Seasons (2006),10,20,7,Plurality Veto,0.40657894736842104,0.01644941507733878,"[(2,), (7,), (11, 19), (0, 1, 4, 5, 6, 9, 12, 13, 16, 17, 18), (3, 14, 15), (8, 10)]",[]
F1 Seasons (2006),10,20,7,Veto,0.4607894736842105,0.012383342995687632,"[(0, 1, 2, 4, 5, 6, 7, 9, 11, 12, 13, 16, 17, 18, 19), (3, 14, 15), (8, 10)]",[]
F1 Seasons (2006),10,20,7,Two Approval,0.4147368421052631,0.01173735346222999,"[(7, 11), (2,), (9, 16, 19), (0, 1, 3, 4, 5, 6, 8, 10, 12, 13, 14, 15, 17, 18)]",[]
F1 Seasons (1992),10,26,13,Trimmed Borda,0.21984615384615386,0.010997459511784822,"[(16,), (25,), (6,), (9,), (18,), (21,), (2,), (3,), (23,), (20,), (10,), (12,), (19,), (4,), (1,), (11,), (5,), (7,), (17,), (24,), (0,), (22,), (14,), (13,), (15,), (8,)]",[]
F1 Seasons (1992),10,26,13,Borda Min-Max,0.2536923076923077,0.01903586704241605,"[(16,), (25,), (6,), (9,), (18,), (21,), (3,), (23,), (2,), (20,), (10,), (19,), (12,), (4,), (1,), (5,), (0, 7), (11,), (24,), (17,), (22,), (14,), (13,), (15,), (8,)]",[]
F1 Seasons (1992),10,26,13,Plurality,0.43923076923076926,0.005660804486053442,"[(16,), (21,), (2, 6), (0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 25)]",[]
F1 Seasons (1992),10,26,13,F1_rule-1991,0.22569230769230772,0.008398522145442133,"[(16,), (6,), (21, 25), (2, 18), (10,), (20,), (9, 12), (23,), (1, 11), (17, 19), (14,), (0, 3, 4, 5, 7, 8, 13, 15, 22, 24)]",[]
F1 Seasons (1992),10,26,13,F1_rule-2003,0.2076923076923077,0.00822753351207442,"[(16,), (6, 25), (21,), (18,), (2,), (9,), (10,), (20,), (12, 23), (17, 19), (11,), (1,), (3,), (14, 22, 24), (4, 7), (5,), (0, 8, 13, 15)]",[]
F1 Seasons (1992),10,26,13,F1_rule-2010,0.19584615384615384,0.009453300562170742,"[(16,), (6,), (25,), (21,), (18,), (2,), (9,), (10,), (20,), (23,), (12,), (19,), (3,), (17,), (11,), (1,), (22,), (24,), (4,), (7, 14), (0, 5), (8,), (13, 15)]",[]
F1 Seasons (1992),10,26,13,Borda,0.24430769230769228,0.01626021147825434,"[(16,), (25,), (6,), (9,), (18,), (21,), (2,), (3,), (23,), (20,), (10,), (12,), (19,), (4,), (1,), (11,), (5,), (7,), (17,), (24,), (0,), (22,), (14,), (13,), (15,), (8,)]",[]
F1 Seasons (1992),10,26,13,Plurality Veto,0.37661538461538463,0.007064277069834899,"[(16,), (21,), (2, 6), (1, 4, 5, 7, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 22, 24, 25), (0, 3, 23), (15,), (8,)]",[]
F1 Seasons (1992),10,26,13,Veto,0.43830769230769234,0.005037401206363498,"[(1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25), (0, 3, 23), (15,), (8,)]",[]
F1 Seasons (1992),10,26,13,Two Approval,0.3764615384615385,0.008176391987319894,"[(16,), (25,), (21,), (6,), (2, 18), (0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 22, 23, 24)]",[]
F1 Seasons (1991),10,31,11,Trimmed Borda,0.22559139784946236,0.016915740136316807,"[(26,), (20,), (30,), (15,), (10,), (18,), (11,), (19,), (2,), (4,), (23,), (28,), (21,), (6, 25), (29,), (3,), (1,), (24,), (22,), (13,), (17,), (12,), (27,), (9,), (5,), (14,), (8,), (16,), (7,), (0,)]",[]
F1 Seasons (1991),10,31,11,Borda Min-Max,0.26537634408602145,0.027667743679007366,"[(26,), (20,), (30,), (15,), (10,), (11,), (18,), (2,), (4,), (19,), (23,), (28,), (6, 21, 25), (29,), (1,), (3,), (22,), (24,), (17,), (13,), (12,), (27,), (9,), (5,), (14,), (16,), (7,), (8,), (0,)]",[]
F1 Seasons (1991),10,31,11,Plurality,0.4483870967741935,0.007665559815606979,"[(20, 26), (30,), (18,), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22, 23, 24, 25, 27, 28, 29)]",[]
F1 Seasons (1991),10,31,11,F1_rule-1991,0.2935483870967742,0.013803704546994592,"[(26,), (20,), (30,), (2,), (18,), (10,), (21,), (15,), (11,), (19, 23), (3,), (25,), (1, 4, 6, 12, 13, 17), (0, 5, 7, 8, 9, 14, 16, 22, 24, 27, 28, 29)]",[]
F1 Seasons (1991),10,31,11,F1_rule-2003,0.2736559139784946,0.015588925771145025,"[(26,), (20,), (30,), (2,), (18,), (10,), (15, 21), (11,), (23,), (19,), (4,), (3, 17), (1, 6, 13), (12, 25, 29), (24, 28), (8, 22), (0, 5, 7, 9, 14, 16, 27)]",[]
F1 Seasons (1991),10,31,11,F1_rule-2010,0.24741935483870967,0.018926937256016685,"[(26,), (20,), (30,), (2,), (18,), (10,), (15,), (21,), (11,), (23,), (19,), (17,), (4,), (3, 6), (28, 29), (1, 13), (12, 25), (24,), (22,), (8,), (5,), (0, 7, 9, 14, 16, 27)]",[]
F1 Seasons (1991),10,31,11,Borda,0.2335483870967742,0.009586456876504161,"[(26,), (20,), (30,), (15,), (10,), (18,), (11,), (19,), (2,), (4,), (23,), (28,), (21,), (6, 25), (29,), (3,), (1,), (24,), (22,), (13,), (17,), (12,), (27,), (9,), (5,), (14,), (8,), (16,), (7,), (0,)]",[]
F1 Seasons (1991),10,31,11,Plurality Veto,0.42010752688172043,0.008813196629776998,"[(20, 26), (30,), (18,), (1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 21, 22, 23, 24, 25, 27, 28, 29), (5, 7, 17), (0,)]",[]
F1 Seasons (1991),10,31,11,Veto,0.47333333333333333,0.003323104512257846,"[(1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30), (5, 7, 17), (0,)]",[]
F1 Seasons (1991),10,31,11,Two Approval,0.41043010752688175,0.00846978507902961,"[(20,), (26,), (2, 30), (18, 19, 21), (0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22, 23, 24, 25, 27, 28, 29)]",[]
F1 Seasons (2005),10,16,14,Trimmed Borda,0.1883333333333333,0.01681416216713506,"[(8,), (7,), (12,), (13,), (4,), (0,), (1,), (2,), (3,), (10,), (9,), (14,), (5,), (6,), (11,), (15,)]",[]
F1 Seasons (2005),10,16,14,Borda Min-Max,0.21916666666666668,0.015456030825826174,"[(8,), (7,), (12,), (13,), (4,), (0, 1), (2,), (3, 10), (9,), (14,), (5,), (6,), (11,), (15,)]",[]
F1 Seasons (2005),10,16,14,Plurality,0.39375,0.006341916698239373,"[(8,), (7,), (13,), (0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15)]",[]
F1 Seasons (2005),10,16,14,F1_rule-1991,0.15833333333333333,0.02022252747022366,"[(8,), (7,), (13,), (1,), (4,), (2,), (12,), (0,), (9,), (10,), (3,), (14,), (5,), (6, 11, 15)]",[]
F1 Seasons (2005),10,16,14,F1_rule-2003,0.15791666666666665,0.016648717186336526,"[(8,), (7,), (13,), (1, 4), (12,), (2,), (0,), (9,), (10,), (3,), (14,), (5,), (6,), (11, 15)]",[]
F1 Seasons (2005),10,16,14,F1_rule-2010,0.14958333333333335,0.017638888888888888,"[(8,), (7,), (13,), (12,), (4,), (1,), (2,), (0,), (9,), (10,), (3,), (14,), (5,), (6,), (15,), (11,)]",[]
F1 Seasons (2005),10,16,14,Borda,0.18916666666666668,0.015443545137686266,"[(8,), (7,), (12,), (13,), (4,), (0,), (1,), (2,), (3,), (10,), (9,), (14,), (5,), (6,), (11,), (15,)]",[]
F1 Seasons (2005),10,16,14,Plurality Veto,0.39916666666666667,0.016814162167135067,"[(8,), (7,), (0, 3, 5, 6, 12, 13), (1, 2, 4, 9, 10, 11), (14, 15)]",[]
F1 Seasons (2005),10,16,14,Veto,0.5220833333333333,0.016102128722088764,"[(0, 3, 5, 6, 8, 12), (1, 2, 4, 7, 9, 10, 11, 13), (14, 15)]",[]
F1 Seasons (2005),10,16,14,Two Approval,0.325,0.011520245196293178,"[(8,), (7,), (13,), (1, 2), (0, 4), (3, 5, 6, 9, 10, 11, 12, 14, 15)]",[]
F1 Seasons (2001),10,21,10,Trimmed Borda,0.2619047619047619,0.024756307873781306,"[(1,), (0,), (13,), (8, 18), (4,), (10,), (7,), (15,), (6,), (19,), (2,), (3,), (5,), (20,), (16,), (12,), (14,), (9,), (17,), (11,)]",[]
F1 Seasons (2001),10,21,10,Borda Min-Max,0.3238095238095238,0.028350112856336113,"[(1,), (0,), (13,), (8,), (18,), (10,), (4,), (7,), (15,), (6,), (2, 19), (3,), (5,), (20,), (16,), (14,), (12,), (9,), (11, 17)]",[]
F1 Seasons (2001),10,21,10,Plurality,0.44214285714285706,0.006973747698797989,"[(1,), (18,), (13, 15), (0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20)]",[]
F1 Seasons (2001),10,21,10,F1_rule-1991,0.29285714285714287,0.022315563603385862,"[(1,), (0,), (18,), (13,), (15,), (6,), (8,), (10,), (19,), (4, 5), (3, 12), (2, 20), (7, 16), (9, 11, 14, 17)]",[]
F1 Seasons (2001),10,21,10,F1_rule-2003,0.27523809523809517,0.027760085068372454,"[(1,), (0,), (13,), (18,), (15,), (6,), (8,), (10,), (4,), (3,), (12, 19), (2, 5), (20,), (7, 16), (14,), (9, 17), (11,)]",[]
F1 Seasons (2001),10,21,10,F1_rule-2010,0.2628571428571428,0.03220345062722824,"[(1,), (0,), (13,), (18,), (15,), (8,), (6, 10), (4,), (3,), (12,), (19,), (2,), (5,), (7,), (20,), (16,), (14,), (17,), (9,), (11,)]",[]
F1 Seasons (2001),10,21,10,Borda,0.31023809523809526,0.02799473099472235,"[(1,), (0,), (13,), (8, 18), (4,), (10,), (7,), (15,), (6,), (19,), (2,), (3,), (5,), (20,), (16,), (12,), (14,), (9,), (17,), (11,)]",[]
F1 Seasons (2001),10,21,10,Plurality Veto,0.42976190476190473,0.009914283681238327,"[(1,), (18,), (13,), (0, 2, 4, 5, 6, 7, 8, 10, 14, 17, 20), (3, 11, 12, 15, 19), (9, 16)]",[]
F1 Seasons (2001),10,21,10,Veto,0.46904761904761905,0.00886618415477393,"[(0, 1, 2, 4, 5, 6, 7, 8, 10, 13, 14, 17, 18, 20), (3, 11, 12, 19), (9, 15, 16)]",[]
F1 Seasons (2001),10,21,10,Two Approval,0.38166666666666665,0.011750588991525923,"[(1,), (0, 18), (6, 13), (15,), (2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 20)]",[]
F1 Seasons (1995),10,21,6,Trimmed Borda,0.2914285714285714,0.021543489621561454,"[(15,), (4,), (16,), (2,), (6,), (14,), (7,), (17,), (12,), (13,), (18,), (20,), (10,), (0,), (1, 11), (3, 8), (19,), (9,), (5,)]",[]
F1 Seasons (1995),10,21,6,Borda Min-Max,0.47095238095238096,0.01952380952380952,"[(15,), (4,), (16,), (2,), (6,), (17,), (14,), (7,), (12,), (18, 20), (10,), (13,), (0, 11), (1, 8), (19,), (3,), (9,), (5,)]",[]
F1 Seasons (1995),10,21,6,Plurality,0.4290476190476191,0.00765204494805965,"[(4, 15), (0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20)]",[]
F1 Seasons (1995),10,21,6,F1_rule-1991,0.2776190476190476,0.022568727094826945,"[(4,), (15,), (7,), (2, 16), (18,), (6, 13), (12, 14), (20,), (17,), (10,), (9,), (0, 1, 3, 5, 8, 11, 19)]",[]
F1 Seasons (1995),10,21,6,F1_rule-2003,0.29619047619047617,0.015774296188958536,"[(4,), (15,), (16,), (2,), (7,), (6, 18), (13,), (14,), (12, 17), (20,), (10,), (0, 9), (3, 5), (19,), (1, 8, 11)]",[]
F1 Seasons (1995),10,21,6,F1_rule-2010,0.31761904761904763,0.017446603560938367,"[(4,), (15,), (16,), (2,), (7,), (6,), (18,), (13, 14), (17,), (12,), (20,), (10,), (0,), (9,), (3, 5), (19,), (1, 11), (8,)]",[]
F1 Seasons (1995),10,21,6,Borda,0.39190476190476187,0.01609057256822119,"[(15,), (4,), (16,), (2,), (6,), (14,), (7,), (17,), (12,), (13,), (18,), (20,), (10,), (0,), (1, 11), (3, 8), (19,), (9,), (5,)]",[]
F1 Seasons (1995),10,21,6,Plurality Veto,0.45928571428571435,0.009292495149978333,"[(15,), (4,), (0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17), (5, 6, 18, 19, 20)]",[]
F1 Seasons (1995),10,21,6,Veto,0.5173809523809523,0.0012320773568460456,"[(0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17), (4, 5, 6, 18, 19, 20)]",[]
F1 Seasons (1995),10,21,6,Two Approval,0.4238095238095238,0.01229518522605529,"[(4, 15), (7,), (6, 13, 16, 18), (0, 1, 2, 3, 5, 8, 9, 10, 11, 12, 14, 17, 19, 20)]",[]
F1 Seasons (1996),10,19,16,Trimmed Borda,0.2385964912280701,0.01456259079580488,"[(14,), (9,), (6,), (18,), (4,), (1,), (3,), (12,), (5,), (15,), (17,), (13,), (16,), (11,), (2, 10), (0,), (7,), (8,)]",[]
F1 Seasons (1996),10,19,16,Borda Min-Max,0.26111111111111107,0.01418488663667865,"[(14,), (9,), (6,), (18,), (4,), (1,), (3,), (12,), (15,), (5,), (13,), (17,), (16,), (11,), (2,), (10,), (7,), (0,), (8,)]",[]
F1 Seasons (1996),10,19,16,Plurality,0.38245614035087716,0.008082032140985526,"[(14,), (9,), (4,), (5,), (0, 1, 2, 3, 6, 7, 8, 10, 11, 12, 13, 15, 16, 17, 18)]",[]
F1 Seasons (1996),10,19,16,F1_rule-1991,0.18976608187134503,0.0067166655571228254,"[(14,), (9,), (4,), (6,), (18,), (1,), (12,), (3,), (5,), (11,), (15,), (17,), (13,), (16,), (10,), (8,), (0, 2, 7)]",[]
F1 Seasons (1996),10,19,16,F1_rule-2003,0.17953216374269007,0.009689893584122079,"[(14,), (9,), (4,), (6,), (18,), (1,), (12,), (3,), (5,), (11,), (15,), (17,), (13,), (16,), (10,), (8,), (0,), (2, 7)]",[]
F1 Seasons (1996),10,19,16,F1_rule-2010,0.18888888888888886,0.012213996255610558,"[(14,), (9,), (4,), (6,), (18,), (1,), (12,), (3,), (5,), (11,), (15,), (17,), (13,), (16,), (10,), (8,), (0,), (2, 7)]",[]
F1 Seasons (1996),10,19,16,Borda,0.2584795321637427,0.01565655312043277,"[(14,), (9,), (6,), (18,), (4,), (1,), (3,), (12,), (5,), (15,), (17,), (13,), (16,), (11,), (2, 10), (0,), (7,), (8,)]",[]
F1 Seasons (1996),10,19,16,Plurality Veto,0.42894736842105263,0.009815061622050977,"[(14,), (9,), (4,), (0, 1, 5, 7, 10, 15, 17), (2, 3, 11, 12, 16, 18), (6, 13), (8,)]",[]
F1 Seasons (1996),10,19,16,Veto,0.5084795321637425,0.010555605053350695,"[(0, 1, 7, 9, 10, 14, 15, 17), (2, 3, 5, 11, 12, 16, 18), (4, 6, 13), (8,)]",[]
F1 Seasons (1996),10,19,16,Two Approval,0.3236842105263158,0.0032632883124333717,"[(14,), (9,), (4,), (6,), (1, 5, 12), (0, 2, 3, 7, 8, 10, 11, 13, 15, 16, 17, 18)]",[]
F1 Seasons (2002),10,19,16,Trimmed Borda,0.241812865497076,0.012064135197778972,"[(1,), (16,), (7,), (0,), (13,), (4,), (18,), (10,), (6,), (8,), (14,), (12,), (9,), (17,), (3,), (2,), (15,), (11,), (5,)]",[]
F1 Seasons (2002),10,19,16,Borda Min-Max,0.2742690058479532,0.018212303609546027,"[(1,), (16,), (7,), (0,), (13,), (4,), (18,), (10,), (6,), (8,), (14,), (9,), (12,), (17,), (3,), (2, 15), (11,), (5,)]",[]
F1 Seasons (2002),10,19,16,Plurality,0.40614035087719297,0.004663108660392082,"[(1,), (0,), (13, 16), (2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18)]",[]
F1 Seasons (2002),10,19,16,F1_rule-1991,0.2137426900584795,0.009886423787900342,"[(1,), (0,), (7,), (16,), (13,), (10,), (18,), (12,), (4, 6, 17), (8, 9), (2,), (3, 11, 14), (5, 15)]",[]
F1 Seasons (2002),10,19,16,F1_rule-2003,0.2114035087719298,0.013996114939151896,"[(1,), (0,), (7,), (16,), (13,), (10,), (18,), (4,), (17,), (12,), (6, 8), (9,), (14,), (2,), (3, 11), (5,), (15,)]",[]
F1 Seasons (2002),10,19,16,F1_rule-2010,0.22280701754385962,0.014825070831837463,"[(1,), (0,), (7,), (16,), (13,), (10,), (18,), (4,), (17,), (12,), (8,), (6,), (9,), (14,), (2,), (3,), (5,), (11, 15)]",[]
F1 Seasons (2002),10,19,16,Borda,0.2573099415204678,0.014535167159693762,"[(1,), (16,), (7,), (0,), (13,), (4,), (18,), (10,), (6,), (8,), (14,), (12,), (9,), (17,), (3,), (2,), (15,), (11,), (5,)]",[]
