num_voters,num_alternatives,Num Profiles,Splits Per Profile,split type,preference distribution,voting rule,KT Distance Between Splits,KT Distance Std,Distance from Central Vote,Central Vote Distance Std
20,10,5,5,equal_size,plackett_luce,Three Approval,0.175,0.046,0.073,0.0
20,10,5,5,equal_size,plackett_luce,Random,0.175,0.042,0.082,0.0
20,10,5,5,equal_size,plackett_luce,Borda,0.175,0.036,0.073,0.0
20,10,5,5,equal_size,plackett_luce,PL MLE,0.176,0.051,0.082,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.176,0.046,0.104,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.177,0.038,0.076,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.177,0.036,0.091,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.177,0.03,0.082,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.177,0.038,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Random,0.178,0.028,0.071,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.178,0.048,0.078,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.178,0.03,0.084,0.0
20,10,5,5,equal_size,plackett_luce,Plurality,0.178,0.034,0.067,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.179,0.044,0.073,0.0
20,10,5,5,equal_size,plackett_luce,Anti-Plurality,0.179,0.031,0.069,0.0
20,10,5,5,equal_size,plackett_luce,Three Approval,0.179,0.041,0.067,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.179,0.027,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Four Approval,0.18,0.04,0.08,0.0
20,10,5,5,equal_size,plackett_luce,Plurality Veto,0.18,0.028,0.071,0.0
20,10,5,5,equal_size,plackett_luce,Copeland,0.18,0.029,0.084,0.0
